Accession,Length,Protein,Geo_Location,Collection_Date
QKV07219,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-03-31
QKV07231,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-24
QKV07243,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-04-01
QKV07255,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-03-31
QKV07267,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-03-23
QKV07279,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-02
QKV07291,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV07303,1273,surface glycoprotein,"USA: Washington,King County",2020-04-01
QKV07315,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-25
QKV07327,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-05
QKV07339,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-02
QKV07351,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-27
QKV07363,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-27
QKV07375,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-31
QKV07399,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-26
QKV07411,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-05
QKV07423,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-04-02
QKV07435,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-04
QKV07447,1273,surface glycoprotein,"USA: Washington,King County",2020-04-04
QKV07459,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-04
QKV07495,1273,surface glycoprotein,"USA: Washington,Adams County",2020-03-30
QKV07507,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-26
QKV07519,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-25
QKV07531,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-26
QKV07543,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-29
QKV07555,1273,surface glycoprotein,"USA: Washington,King County",2020-04-05
QKV07579,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-30
QKV07591,1273,surface glycoprotein,"USA: Washington,Grant County",2020-03-25
QKV07603,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-03-31
QKV07615,1273,surface glycoprotein,"USA: Washington,Benton County",2020-04-01
QKV07627,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-04
QKV07639,1273,surface glycoprotein,"USA: Washington,Whatcom County",2020-03-24
QKV07663,1273,surface glycoprotein,"USA: Washington,Franklin County",2020-04-01
QKV07687,1273,surface glycoprotein,"USA: Washington,Franklin County",2020-04-01
QKV07699,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV07711,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-26
QKV07723,1273,surface glycoprotein,"USA: Washington,Asotin County",2020-04-01
QKV07735,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV07747,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-30
QKV07759,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV07771,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-04-06
QKV07795,1273,surface glycoprotein,"USA: Washington,King County",2020-03-30
QKV07807,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-26
QKV07819,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-25
QKV07831,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV07843,1273,surface glycoprotein,USA: Washington,2020-03-24
QKV07855,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-02
QKV07867,1273,surface glycoprotein,"USA: Washington,Adams County",2020-04-01
QKV07879,1273,surface glycoprotein,"USA: Washington,King County",2020-04-03
QKV07891,1273,surface glycoprotein,"USA: Washington,King County",2020-03-30
QKV07903,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV07915,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-03-24
QKV07927,1273,surface glycoprotein,"USA: Washington,King County",2020-04-01
QKV07939,1273,surface glycoprotein,"USA: Washington,King County",2020-04-05
QKV07963,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV07975,1273,surface glycoprotein,"USA: Washington,King County",2020-04-05
QKV07987,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-31
QKV07999,1273,surface glycoprotein,"USA: Washington,Franklin County",2020-03-27
QKV08011,1273,surface glycoprotein,"USA: Washington,King County",2020-03-24
QKV08023,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-26
QKV08035,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-28
QKV08047,1273,surface glycoprotein,"USA: Washington,King County",2020-03-31
QKV08059,1273,surface glycoprotein,"USA: Washington,Adams County",2020-03-23
QKV08071,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV08083,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-31
QKV08095,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-04-01
QKV08119,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV08131,1273,surface glycoprotein,"USA: Washington,King County",2020-03-25
QKV08143,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV08155,1273,surface glycoprotein,"USA: Washington,King County",2020-04-01
QKV08167,1273,surface glycoprotein,"USA: Washington,King County",2020-03-26
QKV08179,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV08191,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-04
QKV08203,1273,surface glycoprotein,"USA: Washington,King County",2020-03-25
QKV08215,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV08227,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-02
QKV08239,1273,surface glycoprotein,"USA: Washington,King County",2020-04-05
QKV08251,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV08263,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-04
QKV08275,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-26
QKV08287,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-02
QKV08299,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-28
QKV08311,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-25
QKV08323,1273,surface glycoprotein,"USA: Washington,King County",2020-03-30
QKV08335,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV08347,1273,surface glycoprotein,"USA: Washington,King County",2020-04-05
QKV08359,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV08371,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-25
QKV08383,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV08395,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-25
QKV08407,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV08419,1273,surface glycoprotein,"USA: Washington,King County",2020-04-02
QKV08431,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV08443,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-30
QKV08467,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV08479,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-30
QKV08491,1273,surface glycoprotein,"USA: Washington,King County",2020-03-31
QKV08503,1273,surface glycoprotein,"USA: Washington,King County",2020-04-05
QKV08515,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-03
QKV08527,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-25
QKV08539,1273,surface glycoprotein,"USA: Washington,King County",2020-04-05
QKV08551,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-25
QKV08563,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-25
QKV08587,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-26
QKV08599,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-31
QKV08611,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV08623,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-25
QKV08635,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV08647,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-25
QKV08659,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV08671,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV08683,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV08695,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-29
QKV08707,1273,surface glycoprotein,"USA: Washington,Kittitas County",2020-03-24
QKV08719,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-26
QKV08731,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV08743,1273,surface glycoprotein,"USA: Washington,Adams County",2020-03-23
QKV08755,1273,surface glycoprotein,"USA: Washington,King County",2020-03-26
QKV08767,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-31
QKV08779,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-26
QKV08791,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-02
QKV08803,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV08815,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV08827,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-30
QKV08851,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV08863,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-25
QKV08875,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-25
QKV08887,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV08899,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-02
QKV08911,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV08923,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV08935,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-31
QKV08947,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV08959,1273,surface glycoprotein,"USA: Washington,King County",2020-03-30
QKV08971,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV08983,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV08995,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV09007,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-25
QKV09019,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV09031,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-25
QKV09043,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-02
QKV09055,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV09067,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV09079,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-25
QKV09091,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-29
QKV09103,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-25
QKV09115,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV09127,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV09139,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV09151,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-01
QKV09163,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-31
QKV09187,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-28
QKV09223,1273,surface glycoprotein,"USA: Washington,Franklin County",2020-03-26
QKV09235,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-26
QKV09247,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-03-26
QKS66352,1273,surface glycoprotein,USA: WA,2020-03-13
QKS66364,1273,surface glycoprotein,USA: WA,2020-03-13
QKQ11689,1273,surface glycoprotein,"USA: Washington,King County",2020-03-08
QKQ11701,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKQ11713,1273,surface glycoprotein,"USA: Washington,King County",2020-03-07
QKO24163,1273,surface glycoprotein,"USA: King County,WA",2020-02-20
QKO24175,1273,surface glycoprotein,USA: WA,2020-02-28
QKO24198,1273,surface glycoprotein,USA: WA,2020-02-24
QKO24233,1273,surface glycoprotein,"USA: King County,WA",2020-02-29
QKO24245,1273,surface glycoprotein,"USA: King County,WA",2020-02-29
QKO24257,1273,surface glycoprotein,"USA: King County,WA",2020-02-29
QKO24269,1273,surface glycoprotein,"USA: King County,WA",2020-03-03
QJS56547,1273,surface glycoprotein,USA: WA,2020-03-29
QJS56559,1273,surface glycoprotein,USA: WA,2020-03-28
QJS56571,1273,surface glycoprotein,USA: WA,2020-03-28
QJS56583,1273,surface glycoprotein,USA: WA,2020-03-29
QJS56595,1273,surface glycoprotein,USA: WA,2020-03-29
QJS56607,1273,surface glycoprotein,USA: WA,2020-03-29
QJS56619,1273,surface glycoprotein,USA: WA,2020-03-29
QJS56631,1273,surface glycoprotein,USA: WA,2020-03-29
QJS56643,1273,surface glycoprotein,USA: WA,2020-03-28
QJS56655,1273,surface glycoprotein,USA: WA,2020-04-01
QJS56667,1273,surface glycoprotein,USA: WA,2020-04-01
QJS56679,1273,surface glycoprotein,USA: WA,2020-04-01
QJS56691,1273,surface glycoprotein,USA: WA,2020-04-01
QJS56703,1273,surface glycoprotein,USA: WA,2020-04-01
QJS56739,1273,surface glycoprotein,USA: WA,2020-03-31
QJS56751,1273,surface glycoprotein,USA: WA,2020-03-31
QJS56763,1273,surface glycoprotein,USA: WA,2020-03-31
QJS56775,1273,surface glycoprotein,USA: WA,2020-03-31
QJS56811,1273,surface glycoprotein,USA: WA,2020-03-31
QJS56823,1273,surface glycoprotein,USA: WA,2020-03-31
QJS56847,1273,surface glycoprotein,USA: WA,2020-03-31
QJS56859,1273,surface glycoprotein,USA: WA,2020-03-31
QJS56967,1273,surface glycoprotein,USA: WA,2020-04-05
QJS56979,1273,surface glycoprotein,USA: WA,2020-04-03
QJS56991,1273,surface glycoprotein,USA: WA,2020-04-03
QJS57003,1273,surface glycoprotein,USA: WA,2020-04-04
QJS57015,1273,surface glycoprotein,USA: WA,2020-04-05
QJS57027,1273,surface glycoprotein,USA: WA,2020-04-05
QJS57039,1273,surface glycoprotein,USA: WA,2020-04-04
QJS57051,1273,surface glycoprotein,USA: WA,2020-04-03
QJS57063,1273,surface glycoprotein,USA: WA,2020-04-03
QJS57075,1273,surface glycoprotein,USA: WA,2020-04-03
QJS57099,1273,surface glycoprotein,USA: WA,2020-04-04
QJS57111,1273,surface glycoprotein,USA: WA,2020-04-04
QJS57123,1273,surface glycoprotein,USA: WA,2020-04-04
QJS57135,1273,surface glycoprotein,USA: WA,2020-04-05
QJS57147,1273,surface glycoprotein,USA: WA,2020-04-05
QJS57159,1273,surface glycoprotein,USA: WA,2020-04-05
QJS57171,1273,surface glycoprotein,USA: WA,2020-04-04
QJS57183,1273,surface glycoprotein,USA: WA,2020-04-04
QJS57195,1273,surface glycoprotein,USA: WA,2020-04-04
QJS57207,1273,surface glycoprotein,USA: WA,2020-04-04
QJS57219,1273,surface glycoprotein,USA: WA,2020-04-05
QJR96410,1273,surface glycoprotein,USA: WA,2020-03-13
QJF75983,1273,surface glycoprotein,USA: WA,2020-04-01
QJF75995,1273,surface glycoprotein,USA: WA,2020-04-02
QJF76007,1273,surface glycoprotein,USA: WA,2020-04-02
QJF76019,1273,surface glycoprotein,USA: WA,2020-04-01
QJF76031,1273,surface glycoprotein,USA: WA,2020-04-01
QJF76079,1273,surface glycoprotein,USA: WA,2020-03-13
QJF76091,1273,surface glycoprotein,USA: WA,2020-03-13
QJF76103,1273,surface glycoprotein,USA: WA,2020-03-12
QJF76115,1273,surface glycoprotein,USA: WA,2020-03-12
QJF76127,1273,surface glycoprotein,USA: WA,2020-03-12
QJF76151,1273,surface glycoprotein,USA: WA,2020-03-12
QJF76163,1273,surface glycoprotein,USA: WA,2020-03-12
QJF76199,1273,surface glycoprotein,USA: WA,2020-03-12
QJF76223,1273,surface glycoprotein,USA: WA,2020-03-11
QJF76235,1273,surface glycoprotein,USA: WA,2020-03-12
QJF76247,1273,surface glycoprotein,USA: WA,2020-03-12
QJF76259,1273,surface glycoprotein,USA: WA,2020-03-12
QJF76271,1273,surface glycoprotein,USA: WA,2020-03-12
QJF76283,1273,surface glycoprotein,USA: WA,2020-03-12
QJF76295,1273,surface glycoprotein,USA: WA,2020-03-11
QJF76307,1273,surface glycoprotein,USA: WA,2020-03-11
QJF76331,1273,surface glycoprotein,USA: WA,2020-04-02
QJF76343,1273,surface glycoprotein,USA: WA,2020-04-01
QJF76355,1273,surface glycoprotein,USA: WA,2020-04-02
QJF76367,1273,surface glycoprotein,USA: WA,2020-04-05
QJF76379,1273,surface glycoprotein,USA: WA,2020-04-05
QJF76402,1273,surface glycoprotein,USA: WA,2020-04-05
QJF76414,1273,surface glycoprotein,USA: WA,2020-04-05
QJF76426,1273,surface glycoprotein,USA: WA,2020-04-05
QJF76486,1273,surface glycoprotein,USA: WA,2020-04-08
QJF76498,1273,surface glycoprotein,USA: WA,2020-04-08
QJF76522,1273,surface glycoprotein,USA: WA,2020-04-06
QJF76534,1273,surface glycoprotein,USA: WA,2020-04-06
QJF76570,1273,surface glycoprotein,USA: WA,2020-04-06
QJF76594,1273,surface glycoprotein,USA: WA,2020-04-07
QJF76690,1273,surface glycoprotein,USA: WA,2020-04-07
QJF76702,1273,surface glycoprotein,USA: WA,2020-04-07
QJF76714,1273,surface glycoprotein,USA: WA,2020-04-07
QJF76726,1273,surface glycoprotein,USA: WA,2020-04-07
QJF76738,1273,surface glycoprotein,USA: WA,2020-04-07
QJF76762,1273,surface glycoprotein,USA: WA,2020-04-01
QJF76774,1273,surface glycoprotein,USA: WA,2020-04-01
QJF76786,1273,surface glycoprotein,USA: WA,2020-04-01
QJF76798,1273,surface glycoprotein,USA: WA,2020-04-01
QJF76810,1273,surface glycoprotein,USA: WA,2020-03-31
QJF76822,1273,surface glycoprotein,USA: WA,2020-04-01
QJF76846,1273,surface glycoprotein,USA: WA,2020-03-31
QJF76870,1273,surface glycoprotein,USA: WA,2020-03-30
QJF76966,1273,surface glycoprotein,USA: WA,2020-03-31
QJF76990,1273,surface glycoprotein,USA: WA,2020-04-01
QJF77002,1273,surface glycoprotein,USA: WA,2020-04-01
QJF77014,1273,surface glycoprotein,USA: WA,2020-04-01
QJF77026,1273,surface glycoprotein,USA: WA,2020-04-01
QJF77038,1273,surface glycoprotein,USA: WA,2020-04-01
QJF77062,1273,surface glycoprotein,USA: WA,2020-04-02
QJF77122,1273,surface glycoprotein,USA: WA,2020-04-02
QJF77146,1273,surface glycoprotein,USA: WA,2020-04-02
QJF77158,1273,surface glycoprotein,USA: WA,2020-04-02
QJF77170,1273,surface glycoprotein,USA: WA,2020-04-01
QJF77182,1273,surface glycoprotein,USA: WA,2020-04-02
QJF77242,1273,surface glycoprotein,USA: WA,2020-04-03
QJF77254,1273,surface glycoprotein,USA: WA,2020-04-03
QJF77266,1273,surface glycoprotein,USA: WA,2020-04-03
QJF77278,1273,surface glycoprotein,USA: WA,2020-04-03
QJF77302,1273,surface glycoprotein,USA: WA,2020-04-03
QJF77314,1273,surface glycoprotein,USA: WA,2020-04-03
QJD47046,1273,surface glycoprotein,USA: WA,2020-03-29
QJD47070,1273,surface glycoprotein,USA: WA,2020-03-31
QJD47094,1273,surface glycoprotein,USA: WA,2020-03-30
QJD47106,1273,surface glycoprotein,USA: WA,2020-03-30
QJD47118,1273,surface glycoprotein,USA: WA,2020-03-31
QJD47130,1273,surface glycoprotein,USA: WA,2020-03-31
QJD47142,1273,surface glycoprotein,USA: WA,2020-03-31
QJD47154,1273,surface glycoprotein,USA: WA,2020-03-31
QJD47166,1273,surface glycoprotein,USA: WA,2020-03-31
QJD47190,1273,surface glycoprotein,USA: WA,2020-03-31
QJD47202,1273,surface glycoprotein,USA: WA,2020-03-26
QJD47214,1273,surface glycoprotein,USA: WA,2020-03-26
QJD47226,1273,surface glycoprotein,USA: WA,2020-03-26
QJD47238,1273,surface glycoprotein,USA: WA,2020-03-29
QJD47250,1273,surface glycoprotein,USA: WA,2020-03-29
QJD47262,1273,surface glycoprotein,USA: WA,2020-03-28
QJD47274,1273,surface glycoprotein,USA: WA,2020-03-25
QJD47286,1273,surface glycoprotein,USA: WA,2020-03-27
QJD47298,1273,surface glycoprotein,USA: WA,2020-03-28
QJD47310,1273,surface glycoprotein,USA: WA,2020-03-28
QJD47322,1273,surface glycoprotein,USA: WA,2020-03-27
QJD47334,1273,surface glycoprotein,USA: WA,2020-03-28
QJD47346,1273,surface glycoprotein,USA: WA,2020-03-27
QJD47358,1273,surface glycoprotein,USA: WA,2020-03-27
QJD47370,1273,surface glycoprotein,USA: WA,2020-03-28
QJD47382,1273,surface glycoprotein,USA: WA,2020-03-27
QJD47406,1273,surface glycoprotein,USA: WA,2020-04-06
QJD47418,1273,surface glycoprotein,USA: WA,2020-04-05
QJD47430,1273,surface glycoprotein,USA: WA,2020-04-06
QJD47442,1273,surface glycoprotein,USA: WA,2020-04-06
QJD47454,1273,surface glycoprotein,USA: WA,2020-04-06
QJD47466,1273,surface glycoprotein,USA: WA,2020-04-07
QJD47490,1273,surface glycoprotein,USA: WA,2020-04-07
QJD47502,1273,surface glycoprotein,USA: WA,2020-04-07
QJD47514,1273,surface glycoprotein,USA: WA,2020-04-07
QJD47526,1273,surface glycoprotein,USA: WA,2020-04-07
QJD47622,1273,surface glycoprotein,USA: WA,2020-04-02
QJD47634,1273,surface glycoprotein,USA: WA,2020-04-02
QJD47646,1273,surface glycoprotein,USA: WA,2020-04-02
QJD47670,1273,surface glycoprotein,USA: WA,2020-04-02
QJD47682,1273,surface glycoprotein,USA: WA,2020-04-02
QJD47694,1273,surface glycoprotein,USA: WA,2020-04-02
QJD47919,1273,surface glycoprotein,USA: WA,2020-03-10
QJD47931,1273,surface glycoprotein,USA: WA,2020-03-10
QJD47943,1273,surface glycoprotein,USA: WA,2020-03-10
QJD47955,1273,surface glycoprotein,USA: WA,2020-03-10
QJD47967,1273,surface glycoprotein,USA: WA,2020-03-10
QJD47979,1273,surface glycoprotein,USA: WA,2020-03-10
QJD47991,1273,surface glycoprotein,USA: WA,2020-03-10
QJD48003,1273,surface glycoprotein,USA: WA,2020-03-10
QJD48015,1273,surface glycoprotein,USA: WA,2020-03-10
QJD48027,1273,surface glycoprotein,USA: WA,2020-03-10
QJD48039,1273,surface glycoprotein,USA: WA,2020-03-10
QJD48051,1273,surface glycoprotein,USA: WA,2020-03-10
QJD48063,1273,surface glycoprotein,USA: WA,2020-03-10
QJD48075,1273,surface glycoprotein,USA: WA,2020-03-10
QJD48087,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48111,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48123,1273,surface glycoprotein,USA: WA,2020-03-10
QJD48135,1273,surface glycoprotein,USA: WA,2020-03-10
QJD48147,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48159,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48171,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48183,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48195,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48207,1273,surface glycoprotein,USA: WA,2020-03-12
QJD48219,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48231,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48243,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48255,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48267,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48279,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48291,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48303,1273,surface glycoprotein,USA: WA,2020-03-14
QJD48315,1273,surface glycoprotein,USA: WA,2020-03-14
QJD48339,1273,surface glycoprotein,USA: WA,2020-03-14
QJD48351,1273,surface glycoprotein,USA: WA,2020-03-15
QJD48363,1273,surface glycoprotein,USA: WA,2020-03-14
QJD48375,1273,surface glycoprotein,USA: WA,2020-03-14
QJD48387,1273,surface glycoprotein,USA: WA,2020-03-14
QJD48399,1273,surface glycoprotein,USA: WA,2020-03-15
QJD48411,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48423,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48435,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48447,1273,surface glycoprotein,USA: WA,2020-03-12
QJD48459,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48471,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48483,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48495,1273,surface glycoprotein,USA: WA,2020-03-13
QJD48519,1273,surface glycoprotein,USA: WA,2020-03-14
QJD48531,1273,surface glycoprotein,USA: WA,2020-03-14
QJD48543,1273,surface glycoprotein,USA: WA,2020-03-14
QJD48555,1273,surface glycoprotein,USA: WA,2020-03-15
QJD48567,1273,surface glycoprotein,USA: WA,2020-03-15
QJD48579,1273,surface glycoprotein,USA: WA,2020-03-14
QJD48591,1273,surface glycoprotein,USA: WA,2020-03-12
QJD48603,1273,surface glycoprotein,USA: WA,2020-03-12
QJD48615,1273,surface glycoprotein,USA: WA,2020-03-12
QJD48627,1273,surface glycoprotein,USA: WA,2020-03-12
QJD48639,1273,surface glycoprotein,USA: WA,2020-03-12
QJD48651,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48663,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48675,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48687,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48699,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48711,1273,surface glycoprotein,USA: WA,2020-03-12
QJD48723,1273,surface glycoprotein,USA: WA,2020-03-12
QJD48735,1273,surface glycoprotein,USA: WA,2020-03-12
QJD48771,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48783,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48795,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48807,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48831,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48843,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48855,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48867,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48879,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48891,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48903,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48915,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48927,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48939,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48951,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48963,1273,surface glycoprotein,USA: WA,2020-03-11
QJD48975,1273,surface glycoprotein,USA: WA,2020-03-09
QJD48987,1273,surface glycoprotein,USA: WA,2020-03-09
QJD48999,1273,surface glycoprotein,USA: WA,2020-03-10
QJD49011,1273,surface glycoprotein,USA: WA,2020-03-09
QJD49023,1273,surface glycoprotein,USA: WA,2020-03-10
QJD49035,1273,surface glycoprotein,USA: WA,2020-03-10
QJD49047,1273,surface glycoprotein,USA: WA,2020-03-10
QJD49059,1273,surface glycoprotein,USA: WA,2020-03-10
QJD49071,1273,surface glycoprotein,USA: WA,2020-03-09
QJD49083,1273,surface glycoprotein,USA: WA,2020-03-10
QJD49095,1273,surface glycoprotein,USA: WA,2020-03-05
