Accession,Length,Protein,Geo_Location,Collection_Date
QLH57917,1273,surface glycoprotein,USA: FL,2020-04-13
QLH57929,1273,surface glycoprotein,USA: FL,2020-04-13
QLH57941,1273,surface glycoprotein,USA: FL,2020-04-13
QLH57953,1273,surface glycoprotein,USA: FL,2020-04-13
QLH57965,1273,surface glycoprotein,USA: FL,2020-04-13
QLH58000,1273,surface glycoprotein,USA: FL,2020-04-13
QLH58012,1273,surface glycoprotein,USA: FL,2020-04-13
QLH58024,1273,surface glycoprotein,USA: FL,2020-04-13
QLH58036,1273,surface glycoprotein,USA: FL,2020-04-13
QLH58060,1273,surface glycoprotein,USA: FL,2020-04-13
QLH58084,1273,surface glycoprotein,USA: FL,2020-04-13
QLH58096,1273,surface glycoprotein,USA: FL,2020-04-13
QLH58120,1273,surface glycoprotein,USA: FL,2020-04-13
QLH58132,1273,surface glycoprotein,USA: FL,2020-04-13
QLH58144,1273,surface glycoprotein,USA: FL,2020-04-13
QLH58156,1273,surface glycoprotein,USA: FL,2020-04-13
QLC46817,1273,surface glycoprotein,USA: FL,2020-04-13
QLH57726,1273,surface glycoprotein,USA: FL,2020-04-12
QLH57833,1273,surface glycoprotein,USA: FL,2020-04-12
QLH57845,1273,surface glycoprotein,USA: FL,2020-04-12
QLH58048,1273,surface glycoprotein,USA: FL,2020-04-12
QLC46793,1273,surface glycoprotein,USA: FL,2020-04-12
QOD06205,1273,surface glycoprotein,USA: FL,2020-04-11
QOD06217,1273,surface glycoprotein,USA: FL,2020-04-11
QLH57702,1273,surface glycoprotein,USA: FL,2020-04-11
QLH57714,1273,surface glycoprotein,USA: FL,2020-04-11
QJZ32175,1273,surface glycoprotein,USA: FL,2020-04-11
QJZ32245,1273,surface glycoprotein,USA: FL,2020-04-11
QOW85538,1273,surface glycoprotein,USA: FL,2020-04-10
QOW85693,1273,surface glycoprotein,USA: FL,2020-04-10
QOW85705,1273,surface glycoprotein,USA: FL,2020-04-10
QOW85717,1273,surface glycoprotein,USA: FL,2020-04-10
QOW85729,1273,surface glycoprotein,USA: FL,2020-04-10
QOW85741,1273,surface glycoprotein,USA: FL,2020-04-10
QOW85753,1273,surface glycoprotein,USA: FL,2020-04-10
QOW85765,1273,surface glycoprotein,USA: FL,2020-04-10
QOW85777,1273,surface glycoprotein,USA: FL,2020-04-10
QOW85789,1273,surface glycoprotein,USA: FL,2020-04-10
QNU11495,1273,surface glycoprotein,USA: FL,2020-04-10
QNO31460,1273,surface glycoprotein,USA: FL,2020-04-10
QLH58072,1273,surface glycoprotein,USA: FL,2020-04-10
QLC46805,1273,surface glycoprotein,USA: FL,2020-04-10
QJZ32140,1273,surface glycoprotein,USA: FL,2020-04-10
QJZ32151,1273,surface glycoprotein,USA: FL,2020-04-10
QJZ32163,1273,surface glycoprotein,USA: FL,2020-04-10
QJZ32198,1273,surface glycoprotein,USA: FL,2020-04-10
QJZ32209,1273,surface glycoprotein,USA: FL,2020-04-10
QJZ32221,1273,surface glycoprotein,USA: FL,2020-04-10
QJZ32233,1273,surface glycoprotein,USA: FL,2020-04-10
QOW85406,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85418,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85430,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85442,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85454,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85466,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85478,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85490,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85514,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85526,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85549,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85561,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85573,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85585,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85597,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85609,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85633,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85657,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85681,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85801,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85813,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85825,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85837,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85849,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85861,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85873,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85885,1273,surface glycoprotein,USA: FL,2020-04-09
QOD06949,1273,surface glycoprotein,USA: FL,2020-04-09
QOD06961,1273,surface glycoprotein,USA: FL,2020-04-09
QOD06973,1273,surface glycoprotein,USA: FL,2020-04-09
QLH57738,1273,surface glycoprotein,USA: FL,2020-04-09
QKE11741,1273,surface glycoprotein,USA: FL,2020-04-09
QKE11752,1273,surface glycoprotein,USA: FL,2020-04-09
QKE11776,1273,surface glycoprotein,USA: FL,2020-04-09
QJZ32063,1273,surface glycoprotein,USA: FL,2020-04-09
QJZ32118,1273,surface glycoprotein,USA: FL,2020-04-09
QJZ32129,1273,surface glycoprotein,USA: FL,2020-04-09
QJZ32186,1273,surface glycoprotein,USA: FL,2020-04-09
QOW85017,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85119,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85131,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85143,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85155,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85179,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85203,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85215,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85238,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85250,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85262,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85274,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85286,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85298,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85310,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85334,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85346,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85358,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85370,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85502,1273,surface glycoprotein,USA: FL,2020-04-08
QOD06793,1273,surface glycoprotein,USA: FL,2020-04-08
QOD06805,1273,surface glycoprotein,USA: FL,2020-04-08
QOD06817,1273,surface glycoprotein,USA: FL,2020-04-08
QOD06853,1273,surface glycoprotein,USA: FL,2020-04-08
QOD06877,1273,surface glycoprotein,USA: FL,2020-04-08
QOD06889,1273,surface glycoprotein,USA: FL,2020-04-08
QOD06913,1273,surface glycoprotein,USA: FL,2020-04-08
QOD06925,1273,surface glycoprotein,USA: FL,2020-04-08
QOD06937,1273,surface glycoprotein,USA: FL,2020-04-08
QKE11719,1273,surface glycoprotein,USA: FL,2020-04-08
QKE11730,1273,surface glycoprotein,USA: FL,2020-04-08
QKE11764,1273,surface glycoprotein,USA: FL,2020-04-08
QJZ32074,1273,surface glycoprotein,USA: FL,2020-04-08
QJZ32085,1273,surface glycoprotein,USA: FL,2020-04-08
QJZ32096,1273,surface glycoprotein,USA: FL,2020-04-08
QJZ32107,1273,surface glycoprotein,USA: FL,2020-04-08
QOW85050,1273,surface glycoprotein,USA: FL,2020-04-07
QOW85061,1273,surface glycoprotein,USA: FL,2020-04-07
QOW85095,1273,surface glycoprotein,USA: FL,2020-04-07
QOW85107,1273,surface glycoprotein,USA: FL,2020-04-07
QOW85322,1273,surface glycoprotein,USA: FL,2020-04-07
QOD06829,1273,surface glycoprotein,USA: FL,2020-04-07
QOD06841,1273,surface glycoprotein,USA: FL,2020-04-07
QOD06865,1273,surface glycoprotein,USA: FL,2020-04-07
QOD06901,1273,surface glycoprotein,USA: FL,2020-04-07
QNG43228,1273,surface glycoprotein,USA: FL,2020-04-07
QNG43252,1273,surface glycoprotein,USA: FL,2020-04-07
QNG43276,1273,surface glycoprotein,USA: FL,2020-04-07
QNG43300,1273,surface glycoprotein,USA: FL,2020-04-07
QNG43346,1273,surface glycoprotein,USA: FL,2020-04-07
QNG43393,1273,surface glycoprotein,USA: FL,2020-04-07
QNG43405,1273,surface glycoprotein,USA: FL,2020-04-07
QMT97770,1273,surface glycoprotein,USA: FL,2020-04-07
QMT97782,1273,surface glycoprotein,USA: FL,2020-04-07
QMT97793,1273,surface glycoprotein,USA: FL,2020-04-07
QMT97805,1273,surface glycoprotein,USA: FL,2020-04-07
QLC46733,1273,surface glycoprotein,USA: FL,2020-04-07
QLC46769,1273,surface glycoprotein,USA: FL,2020-04-07
QLC46781,1273,surface glycoprotein,USA: FL,2020-04-07
QJZ31956,1273,surface glycoprotein,USA: FL,2020-04-07
QJZ31980,1273,surface glycoprotein,USA: FL,2020-04-07
QJZ31992,1273,surface glycoprotein,USA: FL,2020-04-07
QJZ32004,1273,surface glycoprotein,USA: FL,2020-04-07
QJU70569,1273,surface glycoprotein,USA: FL,2020-04-07
QOW85005,1273,surface glycoprotein,USA: FL,2020-04-06
QOW85029,1273,surface glycoprotein,USA: FL,2020-04-06
QOW85394,1273,surface glycoprotein,USA: FL,2020-04-06
QOW85645,1273,surface glycoprotein,USA: FL,2020-04-06
QOW85669,1273,surface glycoprotein,USA: FL,2020-04-06
QNU11483,1273,surface glycoprotein,USA: FL,2020-04-06
QNG43417,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97446,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97488,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97500,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97512,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97524,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97548,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97560,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97572,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97584,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97596,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97607,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97618,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97630,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97642,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97664,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97676,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97688,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97700,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97712,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97736,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97748,1273,surface glycoprotein,USA: FL,2020-04-06
QLC46745,1273,surface glycoprotein,USA: FL,2020-04-06
QLC46757,1273,surface glycoprotein,USA: FL,2020-04-06
QJZ31921,1273,surface glycoprotein,USA: FL,2020-04-06
QJZ31933,1273,surface glycoprotein,USA: FL,2020-04-06
QJZ31944,1273,surface glycoprotein,USA: FL,2020-04-06
QMT97410,1273,surface glycoprotein,USA: FL,2020-04-05
QMT97434,1273,surface glycoprotein,USA: FL,2020-04-05
QMT97536,1273,surface glycoprotein,USA: FL,2020-04-05
QLC46721,1273,surface glycoprotein,USA: FL,2020-04-05
QKE11579,1273,surface glycoprotein,USA: FL,2020-04-05
QKE11591,1273,surface glycoprotein,USA: FL,2020-04-05
QOW84971,1273,surface glycoprotein,USA: FL,2020-04-04
QNO31448,1273,surface glycoprotein,USA: FL,2020-04-04
QMT97341,1273,surface glycoprotein,USA: FL,2020-04-04
QMT97374,1273,surface glycoprotein,USA: FL,2020-04-04
QMT97386,1273,surface glycoprotein,USA: FL,2020-04-04
QMT97422,1273,surface glycoprotein,USA: FL,2020-04-04
QMT97654,1273,surface glycoprotein,USA: FL,2020-04-04
QLC46469,1273,surface glycoprotein,USA: FL,2020-04-04
QLC46517,1273,surface glycoprotein,USA: FL,2020-04-04
QLC46565,1273,surface glycoprotein,USA: FL,2020-04-04
QLC46577,1273,surface glycoprotein,USA: FL,2020-04-04
QLC46589,1273,surface glycoprotein,USA: FL,2020-04-04
QLC46661,1273,surface glycoprotein,USA: FL,2020-04-04
QLC46673,1273,surface glycoprotein,USA: FL,2020-04-04
QKE11638,1273,surface glycoprotein,USA: FL,2020-04-04
QKE11650,1273,surface glycoprotein,USA: FL,2020-04-04
QKE11674,1273,surface glycoprotein,USA: FL,2020-04-04
QKE11696,1273,surface glycoprotein,USA: FL,2020-04-04
QKE11707,1273,surface glycoprotein,USA: FL,2020-04-04
QOW84948,1273,surface glycoprotein,USA: FL,2020-04-03
QOW84960,1273,surface glycoprotein,USA: FL,2020-04-03
QNO31388,1273,surface glycoprotein,USA: FL,2020-04-03
QNO31400,1273,surface glycoprotein,USA: FL,2020-04-03
QNO31412,1273,surface glycoprotein,USA: FL,2020-04-03
QNO31436,1273,surface glycoprotein,USA: FL,2020-04-03
QMT97192,1273,surface glycoprotein,USA: FL,2020-04-03
QMT97228,1273,surface glycoprotein,USA: FL,2020-04-03
QMT97251,1273,surface glycoprotein,USA: FL,2020-04-03
QMT97262,1273,surface glycoprotein,USA: FL,2020-04-03
QMT97274,1273,surface glycoprotein,USA: FL,2020-04-03
QMT97296,1273,surface glycoprotein,USA: FL,2020-04-03
QMT97307,1273,surface glycoprotein,USA: FL,2020-04-03
QMT97317,1273,surface glycoprotein,USA: FL,2020-04-03
QMT97329,1273,surface glycoprotein,USA: FL,2020-04-03
QMT97353,1273,surface glycoprotein,USA: FL,2020-04-03
QMT97758,1273,surface glycoprotein,USA: FL,2020-04-03
QLL35983,1273,surface glycoprotein,USA: FL,2020-04-03
QLL36002,1273,surface glycoprotein,USA: FL,2020-04-03
QLC46349,1273,surface glycoprotein,USA: FL,2020-04-03
QLC46421,1273,surface glycoprotein,USA: FL,2020-04-03
QLC46445,1273,surface glycoprotein,USA: FL,2020-04-03
QLC46457,1273,surface glycoprotein,USA: FL,2020-04-03
QLC46481,1273,surface glycoprotein,USA: FL,2020-04-03
QLC46493,1273,surface glycoprotein,USA: FL,2020-04-03
QLC46505,1273,surface glycoprotein,USA: FL,2020-04-03
QLC46529,1273,surface glycoprotein,USA: FL,2020-04-03
QLC46541,1273,surface glycoprotein,USA: FL,2020-04-03
QLC46553,1273,surface glycoprotein,USA: FL,2020-04-03
QLC46601,1273,surface glycoprotein,USA: FL,2020-04-03
QLC46613,1273,surface glycoprotein,USA: FL,2020-04-03
QLC46625,1273,surface glycoprotein,USA: FL,2020-04-03
QLC46637,1273,surface glycoprotein,USA: FL,2020-04-03
QLC46685,1273,surface glycoprotein,USA: FL,2020-04-03
QLC46697,1273,surface glycoprotein,USA: FL,2020-04-03
QLC46709,1273,surface glycoprotein,USA: FL,2020-04-03
QKE11615,1273,surface glycoprotein,USA: FL,2020-04-03
QKE11662,1273,surface glycoprotein,USA: FL,2020-04-03
QOW84936,1273,surface glycoprotein,USA: FL,2020-04-02
QNU11471,1273,surface glycoprotein,USA: FL,2020-04-02
QNO31376,1273,surface glycoprotein,USA: FL,2020-04-02
QLL35926,1273,surface glycoprotein,USA: FL,2020-04-02
QLL35938,1273,surface glycoprotein,USA: FL,2020-04-02
QLL35959,1273,surface glycoprotein,USA: FL,2020-04-02
QLC46313,1273,surface glycoprotein,USA: FL,2020-04-02
QLC46337,1273,surface glycoprotein,USA: FL,2020-04-02
QLC46361,1273,surface glycoprotein,USA: FL,2020-04-02
QLC46373,1273,surface glycoprotein,USA: FL,2020-04-02
QLC46385,1273,surface glycoprotein,USA: FL,2020-04-02
QLC46397,1273,surface glycoprotein,USA: FL,2020-04-02
QLC46409,1273,surface glycoprotein,USA: FL,2020-04-02
QLC46433,1273,surface glycoprotein,USA: FL,2020-04-02
QOE35701,1273,surface glycoprotein,USA: Florida,2020-04-01
QMX86869,1273,surface glycoprotein,USA: FL,2020-04-01
QLL35971,1273,surface glycoprotein,USA: FL,2020-04-01
QLC46217,1273,surface glycoprotein,USA: FL,2020-04-01
QLC46229,1273,surface glycoprotein,USA: FL,2020-04-01
QLC46241,1273,surface glycoprotein,USA: FL,2020-04-01
QLC46253,1273,surface glycoprotein,USA: FL,2020-04-01
QLC46265,1273,surface glycoprotein,USA: FL,2020-04-01
QLC46301,1273,surface glycoprotein,USA: FL,2020-04-01
QLC46325,1273,surface glycoprotein,USA: FL,2020-04-01
QMU91963,1273,surface glycoprotein,USA: FL,2020-03-31
QMU91999,1273,surface glycoprotein,USA: FL,2020-03-31
QMU92011,1273,surface glycoprotein,USA: FL,2020-03-31
QMU92023,1273,surface glycoprotein,USA: FL,2020-03-31
QMT96592,1273,surface glycoprotein,USA: FL,2020-03-31
QMT96604,1273,surface glycoprotein,USA: FL,2020-03-31
QMT96616,1273,surface glycoprotein,USA: FL,2020-03-31
QMT96628,1273,surface glycoprotein,USA: FL,2020-03-31
QMT96640,1273,surface glycoprotein,USA: FL,2020-03-31
QLL35918,1273,surface glycoprotein,USA: FL,2020-03-31
QLC46145,1273,surface glycoprotein,USA: FL,2020-03-31
QLC46157,1273,surface glycoprotein,USA: FL,2020-03-31
QLC46181,1273,surface glycoprotein,USA: FL,2020-03-31
QLC46205,1273,surface glycoprotein,USA: FL,2020-03-31
QLC46277,1273,surface glycoprotein,USA: FL,2020-03-31
QLC46289,1273,surface glycoprotein,USA: FL,2020-03-31
QNU11459,1273,surface glycoprotein,USA: FL,2020-03-30
QMU91915,1273,surface glycoprotein,USA: FL,2020-03-30
QMU91927,1273,surface glycoprotein,USA: FL,2020-03-30
QMU91975,1273,surface glycoprotein,USA: FL,2020-03-30
QMU91987,1273,surface glycoprotein,USA: FL,2020-03-30
QLC46169,1273,surface glycoprotein,USA: FL,2020-03-30
QLC46193,1273,surface glycoprotein,USA: FL,2020-03-30
QMU91783,1273,surface glycoprotein,USA: FL,2020-03-29
QMU91807,1273,surface glycoprotein,USA: FL,2020-03-29
QMU91819,1273,surface glycoprotein,USA: FL,2020-03-29
QMU91831,1273,surface glycoprotein,USA: FL,2020-03-29
QMU91795,1273,surface glycoprotein,USA: FL,2020-03-28
QMU91855,1273,surface glycoprotein,USA: FL,2020-03-28
QMU91867,1273,surface glycoprotein,USA: FL,2020-03-28
QMX86797,1273,surface glycoprotein,USA: FL,2020-03-27
QMX86857,1273,surface glycoprotein,USA: FL,2020-03-27
QMX87037,1273,surface glycoprotein,USA: FL,2020-03-27
QMU91759,1273,surface glycoprotein,USA: FL,2020-03-27
QMU91771,1273,surface glycoprotein,USA: FL,2020-03-27
QMU91843,1273,surface glycoprotein,USA: FL,2020-03-27
QMU91879,1273,surface glycoprotein,USA: FL,2020-03-27
QMU91891,1273,surface glycoprotein,USA: FL,2020-03-27
QMU91903,1273,surface glycoprotein,USA: FL,2020-03-27
QMU91939,1273,surface glycoprotein,USA: FL,2020-03-27
QJP03551,1273,surface glycoprotein,USA: FL,2020-03-27
QJP03563,1273,surface glycoprotein,USA: FL,2020-03-27
QNU10352,1273,surface glycoprotein,USA: FL,2020-03-26
QMX86845,1273,surface glycoprotein,USA: FL,2020-03-26
QMU91615,1273,surface glycoprotein,USA: FL,2020-03-26
QMU91651,1273,surface glycoprotein,USA: FL,2020-03-26
QMU91663,1273,surface glycoprotein,USA: FL,2020-03-26
QMU91675,1273,surface glycoprotein,USA: FL,2020-03-26
QMU91687,1273,surface glycoprotein,USA: FL,2020-03-26
QMU91699,1273,surface glycoprotein,USA: FL,2020-03-26
QMU91711,1273,surface glycoprotein,USA: FL,2020-03-26
QMU91723,1273,surface glycoprotein,USA: FL,2020-03-26
QLL35234,1273,surface glycoprotein,USA: FL,2020-03-26
QOE87649,1273,surface glycoprotein,USA: FL,2020-03-25
QMX87013,1273,surface glycoprotein,USA: FL,2020-03-25
QMX87025,1273,surface glycoprotein,USA: FL,2020-03-25
QMU91579,1273,surface glycoprotein,USA: FL,2020-03-25
QMU91591,1273,surface glycoprotein,USA: FL,2020-03-25
QMU91603,1273,surface glycoprotein,USA: FL,2020-03-25
QMU91639,1273,surface glycoprotein,USA: FL,2020-03-25
QMU91951,1273,surface glycoprotein,USA: FL,2020-03-25
QLL35246,1273,surface glycoprotein,USA: FL,2020-03-25
QLL35258,1273,surface glycoprotein,USA: FL,2020-03-25
QLL35270,1273,surface glycoprotein,USA: FL,2020-03-25
QLL35282,1273,surface glycoprotein,USA: FL,2020-03-25
QLL35294,1273,surface glycoprotein,USA: FL,2020-03-25
QLL35306,1273,surface glycoprotein,USA: FL,2020-03-25
QLL35318,1273,surface glycoprotein,USA: FL,2020-03-25
QLL35848,1273,surface glycoprotein,USA: FL,2020-03-25
QLL35884,1273,surface glycoprotein,USA: FL,2020-03-25
QLL35896,1273,surface glycoprotein,USA: FL,2020-03-25
QLL35906,1273,surface glycoprotein,USA: FL,2020-03-25
QOE87637,1273,surface glycoprotein,USA: FL,2020-03-24
QNU10328,1273,surface glycoprotein,USA: FL,2020-03-24
QNU10340,1273,surface glycoprotein,USA: FL,2020-03-24
QNO31364,1273,surface glycoprotein,USA: FL,2020-03-24
QMX86785,1273,surface glycoprotein,USA: FL,2020-03-24
QMU91483,1273,surface glycoprotein,USA: FL,2020-03-24
QMU91495,1273,surface glycoprotein,USA: FL,2020-03-24
QMU91507,1273,surface glycoprotein,USA: FL,2020-03-24
QMU91519,1273,surface glycoprotein,USA: FL,2020-03-24
QMU91543,1273,surface glycoprotein,USA: FL,2020-03-24
QMU91555,1273,surface glycoprotein,USA: FL,2020-03-24
QMT96424,1273,surface glycoprotein,USA: FL,2020-03-24
QMT96436,1273,surface glycoprotein,USA: FL,2020-03-24
QMT96448,1273,surface glycoprotein,USA: FL,2020-03-24
QMT96460,1273,surface glycoprotein,USA: FL,2020-03-24
QMT96472,1273,surface glycoprotein,USA: FL,2020-03-24
QMT96484,1273,surface glycoprotein,USA: FL,2020-03-24
QMT96508,1273,surface glycoprotein,USA: FL,2020-03-24
QLL35210,1273,surface glycoprotein,USA: FL,2020-03-24
QLL35722,1273,surface glycoprotein,USA: FL,2020-03-24
QLL35734,1273,surface glycoprotein,USA: FL,2020-03-24
QLL35744,1273,surface glycoprotein,USA: FL,2020-03-24
QLL35768,1273,surface glycoprotein,USA: FL,2020-03-24
QLL35780,1273,surface glycoprotein,USA: FL,2020-03-24
QLL35792,1273,surface glycoprotein,USA: FL,2020-03-24
QLL35814,1273,surface glycoprotein,USA: FL,2020-03-24
QLL35826,1273,surface glycoprotein,USA: FL,2020-03-24
QLL35836,1273,surface glycoprotein,USA: FL,2020-03-24
QLL35860,1273,surface glycoprotein,USA: FL,2020-03-24
QLL35872,1273,surface glycoprotein,USA: FL,2020-03-24
QOE87602,1273,surface glycoprotein,USA: FL,2020-03-23
QNE12116,1273,surface glycoprotein,USA: FL,2020-03-23
QMU91735,1273,surface glycoprotein,USA: FL,2020-03-23
QMU91747,1273,surface glycoprotein,USA: FL,2020-03-23
QMT96340,1273,surface glycoprotein,USA: FL,2020-03-23
QMT96364,1273,surface glycoprotein,USA: FL,2020-03-23
QMT96496,1273,surface glycoprotein,USA: FL,2020-03-23
QMT96520,1273,surface glycoprotein,USA: FL,2020-03-23
QLL35186,1273,surface glycoprotein,USA: FL,2020-03-23
QLL35198,1273,surface glycoprotein,USA: FL,2020-03-23
QLL35222,1273,surface glycoprotein,USA: FL,2020-03-23
QLL35533,1273,surface glycoprotein,USA: FL,2020-03-23
QLL35544,1273,surface glycoprotein,USA: FL,2020-03-23
QLL35568,1273,surface glycoprotein,USA: FL,2020-03-23
QLL35580,1273,surface glycoprotein,USA: FL,2020-03-23
QLL35640,1273,surface glycoprotein,USA: FL,2020-03-23
QLL35652,1273,surface glycoprotein,USA: FL,2020-03-23
QLL35664,1273,surface glycoprotein,USA: FL,2020-03-23
QLL35676,1273,surface glycoprotein,USA: FL,2020-03-23
QLL35710,1273,surface glycoprotein,USA: FL,2020-03-23
QLL35756,1273,surface glycoprotein,USA: FL,2020-03-23
QOF14669,1273,surface glycoprotein,USA: FL,2020-03-22
QOF14681,1273,surface glycoprotein,USA: FL,2020-03-22
QOF14693,1273,surface glycoprotein,USA: FL,2020-03-22
QMT96400,1273,surface glycoprotein,USA: FL,2020-03-22
QLL35486,1273,surface glycoprotein,USA: FL,2020-03-22
QLL35498,1273,surface glycoprotein,USA: FL,2020-03-22
QOF13757,1273,surface glycoprotein,USA: FL,2020-03-21
QOF13769,1273,surface glycoprotein,USA: FL,2020-03-21
QOF13781,1273,surface glycoprotein,USA: FL,2020-03-21
QOF13793,1273,surface glycoprotein,USA: FL,2020-03-21
QOF13817,1273,surface glycoprotein,USA: FL,2020-03-21
QOF13829,1273,surface glycoprotein,USA: FL,2020-03-21
QOF14633,1273,surface glycoprotein,USA: FL,2020-03-21
QOF14645,1273,surface glycoprotein,USA: FL,2020-03-21
QOF14657,1273,surface glycoprotein,USA: FL,2020-03-21
QOE87625,1273,surface glycoprotein,USA: FL,2020-03-21
QNE12080,1273,surface glycoprotein,USA: FL,2020-03-21
QNE12092,1273,surface glycoprotein,USA: FL,2020-03-21
QNE12104,1273,surface glycoprotein,USA: FL,2020-03-21
QMT96220,1273,surface glycoprotein,USA: FL,2020-03-21
QMT96244,1273,surface glycoprotein,USA: FL,2020-03-21
QMT96256,1273,surface glycoprotein,USA: FL,2020-03-21
QMT96268,1273,surface glycoprotein,USA: FL,2020-03-21
QMT96280,1273,surface glycoprotein,USA: FL,2020-03-21
QMT96316,1273,surface glycoprotein,USA: FL,2020-03-21
QMT96328,1273,surface glycoprotein,USA: FL,2020-03-21
QMT96376,1273,surface glycoprotein,USA: FL,2020-03-21
QMT96388,1273,surface glycoprotein,USA: FL,2020-03-21
QMT96412,1273,surface glycoprotein,USA: FL,2020-03-21
QMT96532,1273,surface glycoprotein,USA: FL,2020-03-21
QLL35162,1273,surface glycoprotein,USA: FL,2020-03-21
QLL35402,1273,surface glycoprotein,USA: FL,2020-03-21
QLL35414,1273,surface glycoprotein,USA: FL,2020-03-21
QLL35426,1273,surface glycoprotein,USA: FL,2020-03-21
QLL35438,1273,surface glycoprotein,USA: FL,2020-03-21
QLL35450,1273,surface glycoprotein,USA: FL,2020-03-21
QLL35462,1273,surface glycoprotein,USA: FL,2020-03-21
QLL35474,1273,surface glycoprotein,USA: FL,2020-03-21
QLL35592,1273,surface glycoprotein,USA: FL,2020-03-21
QLL35604,1273,surface glycoprotein,USA: FL,2020-03-21
QLL35628,1273,surface glycoprotein,USA: FL,2020-03-21
QOF13805,1273,surface glycoprotein,USA: FL,2020-03-20
QOF17381,1273,surface glycoprotein,USA: FL,2020-03-20
QMU91627,1273,surface glycoprotein,USA: FL,2020-03-20
QMT96232,1273,surface glycoprotein,USA: FL,2020-03-20
QMT96292,1273,surface glycoprotein,USA: FL,2020-03-20
QMT96304,1273,surface glycoprotein,USA: FL,2020-03-20
QMT96352,1273,surface glycoprotein,USA: FL,2020-03-20
QMT96568,1273,surface glycoprotein,USA: FL,2020-03-20
QLL35150,1273,surface glycoprotein,USA: FL,2020-03-20
QLL35174,1273,surface glycoprotein,USA: FL,2020-03-20
QLL35521,1273,surface glycoprotein,USA: FL,2020-03-20
QLL35698,1273,surface glycoprotein,USA: FL,2020-03-20
QOU85646,1273,surface glycoprotein,USA: FL,2020-03-19
QOF07865,1273,surface glycoprotein,USA: FL,2020-03-19
QOF13745,1273,surface glycoprotein,USA: FL,2020-03-19
